customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00171,Male,1,Yes,Yes,23,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,102.45,2449.51,No
CUST-00172,Male,0,Yes,No,10,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,90.16,998.86,No
CUST-00173,Female,0,No,Yes,16,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No,One year,Yes,Bank transfer,66.91,1148.67,No
CUST-00174,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,77.63,5215.18,No
CUST-00175,Female,1,No,Yes,46,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer,118.84,5551.95,No
CUST-00176,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Credit card,79.4,1945.6,No
CUST-00177,Male,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,98.13,2035.59,Yes
CUST-00178,Male,1,Yes,No,11,No,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,92.11,1066.34,No
CUST-00179,Male,1,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,89.55,3306.66,Yes
CUST-00180,Male,0,Yes,Yes,41,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,91.07,3776.42,No
CUST-00181,Male,0,Yes,Yes,16,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,64.35,1035.78,Yes
CUST-00182,Female,0,Yes,Yes,47,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,66.36,3174.6,No
CUST-00183,Male,0,No,Yes,27,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer,65.72,1791.57,No
CUST-00184,Male,1,No,No,40,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,21.39,952.15,No
CUST-00185,Male,0,No,No,46,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,42.59,2011.84,Yes
CUST-00186,Female,0,Yes,No,17,No,Yes,DSL,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card,33.77,629.45,Yes
CUST-00187,Male,0,No,No,70,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,108.42,7680.13,No
CUST-00188,Male,0,No,No,12,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,46.05,615.06,Yes
CUST-00189,Female,0,No,No,12,Yes,No,No,No,Yes,No,Yes,No internet service,No,One year,Yes,Credit card,32.12,415.71,No
CUST-00190,Male,0,No,No,30,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Credit card,30.22,936.21,No
CUST-00191,Male,0,No,Yes,1,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,89.4,139.56,Yes
CUST-00192,Male,0,Yes,No,15,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,18.62,365.96,No
CUST-00193,Male,0,Yes,Yes,8,No,No,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Bank transfer,66.07,608.03,No
CUST-00194,Male,0,No,Yes,37,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,30.12,1210.71,No
CUST-00195,Female,0,No,No,53,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,104.67,5554.7,No
CUST-00196,Female,0,No,Yes,55,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,115.76,6393.63,Yes
CUST-00197,Female,0,Yes,Yes,44,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,115.79,5102.78,Yes
CUST-00198,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,63.08,2156.75,Yes
CUST-00199,Male,0,No,Yes,8,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,83.74,684.0,Yes
CUST-00200,Male,0,Yes,No,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,79.17,564.18,Yes
CUST-00201,Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,53.7,378.37,Yes
CUST-00202,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,63.29,2256.3,No
CUST-00203,Male,0,Yes,No,17,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,24.56,489.03,No
CUST-00204,Female,0,Yes,No,2,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No,One year,No,Mailed check,99.16,247.02,No
CUST-00205,Male,1,No,No,27,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Credit card,42.56,1191.65,No
CUST-00206,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,64.97,4525.48,No
CUST-00207,Female,0,Yes,No,43,No,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer,67.02,2969.05,No
CUST-00208,Female,0,No,No,20,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.19,1543.32,Yes
CUST-00209,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer,101.42,2771.68,No
CUST-00210,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,No,Electronic check,88.57,4728.06,Yes
CUST-00211,Male,0,No,No,53,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,85.63,4558.05,Yes
CUST-00212,Male,0,No,Yes,64,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,71.73,4676.79,No
CUST-00213,Male,0,No,Yes,20,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,27.79,570.46,No
CUST-00214,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,59.0,798.86,No
CUST-00215,Male,1,No,Yes,56,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.65,6504.75,No
CUST-00216,Female,0,Yes,No,48,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Two year,No,Bank transfer,119.55,5828.34,No
CUST-00217,Male,1,No,Yes,53,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,92.51,4982.11,No
CUST-00218,Female,0,Yes,No,9,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,41.21,429.09,No
CUST-00219,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,28.39,1543.23,Yes
CUST-00220,Male,1,No,Yes,43,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,60.31,2625.91,No
CUST-00221,Male,0,No,No,46,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card,105.37,4904.44,No
CUST-00222,Female,0,No,Yes,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,91.63,4794.0,Yes
CUST-00223,Female,0,Yes,Yes,45,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card,108.16,4907.43,Yes
CUST-00224,Female,0,No,No,12,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Credit card,80.81,1046.19,Yes
CUST-00225,Female,0,No,No,36,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,31.29,1150.83,Yes
CUST-00226,Male,0,Yes,Yes,23,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,29.71,767.21,No
CUST-00227,Female,0,No,No,1,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Mailed check,22.9,60.49,Yes
CUST-00228,Male,0,Yes,No,13,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,75.84,1039.14,Yes
CUST-00229,Male,0,No,No,9,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Credit card,42.77,479.13,No
CUST-00230,Female,0,No,Yes,34,Yes,No,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,92.91,3227.07,Yes
CUST-00231,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card,88.0,2176.56,Yes
CUST-00232,Female,0,Yes,No,2,No,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,50.45,172.06,Yes
CUST-00233,Female,0,No,No,16,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,36.03,668.29,No
CUST-00234,Female,0,No,No,11,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,28.44,337.69,No
CUST-00235,Female,1,No,No,53,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card,93.21,,No
CUST-00236,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,No,Credit card,63.94,1510.66,No
CUST-00237,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer,51.0,1429.19,No
CUST-00238,Male,0,No,No,42,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,105.38,4438.49,Yes
CUST-00239,Female,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,One year,No,Electronic check,78.55,1917.7,No
CUST-00240,Female,0,No,No,59,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer,70.84,4236.06,Yes
CUST-00241,Male,0,No,Yes,64,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card,93.82,6092.63,No
CUST-00242,Female,0,No,No,27,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card,101.19,2811.24,No
CUST-00243,Male,0,No,Yes,15,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer,87.98,1375.03,No
CUST-00244,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,62.88,2899.87,No
CUST-00245,Female,1,No,Yes,57,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card,56.69,3259.92,No
CUST-00246,Male,0,No,Yes,26,Yes,No,No,No,No internet service,Yes,No,Yes,No,One year,Yes,Credit card,96.71,2551.13,No
CUST-00247,Male,0,Yes,Yes,52,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,One year,No,Mailed check,70.83,3745.33,No
CUST-00248,Male,1,Yes,Yes,41,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,89.85,3690.34,Yes
CUST-00249,Male,0,Yes,Yes,58,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Two year,No,Credit card,108.82,6364.58,No
CUST-00250,Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,111.42,5215.47,No
CUST-00251,Male,1,Yes,No,33,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,46.33,1599.43,Yes
CUST-00252,Female,0,Yes,Yes,36,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,37.16,1417.47,No
CUST-00253,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,44.65,291.42,Yes
CUST-00254,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card,94.64,588.5,No
CUST-00255,Male,0,No,No,24,No,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,55.75,1349.05,No
CUST-00256,Male,0,No,No,32,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,35.69,1225.03,Yes
CUST-00257,Female,0,No,No,54,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,28.04,1583.71,No
CUST-00258,Female,1,Yes,Yes,57,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer,51.39,2986.74,No
CUST-00259,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,31.89,210.27,Yes
CUST-00260,Male,0,No,Yes,56,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,One year,No,Credit card,33.95,1961.53,No
CUST-00261,Female,0,No,No,11,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,87.76,968.49,No
CUST-00262,Male,0,Yes,Yes,15,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,20.01,312.03,Yes
CUST-00263,Male,0,No,Yes,42,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,29.99,1290.77,Yes
CUST-00264,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,104.13,669.15,No
CUST-00265,Female,0,No,Yes,50,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,104.18,5221.06,Yes
CUST-00266,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card,51.58,1610.97,No
CUST-00267,Female,1,Yes,No,7,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,One year,No,Electronic check,26.97,261.38,No
CUST-00268,Male,0,No,Yes,71,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,89.91,6440.58,No
CUST-00269,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,54.73,2461.49,No
CUST-00270,Female,0,Yes,No,58,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.64,1358.36,No
CUST-00271,Female,0,Yes,No,3,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,34.1,199.95,No
CUST-00272,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer,32.0,2116.98,No
CUST-00273,Female,0,Yes,No,28,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,No,Two year,No,Bank transfer,78.09,2204.58,No
CUST-00274,Male,0,No,Yes,28,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,109.61,3133.83,No
CUST-00275,Female,0,No,Yes,27,Yes,No phone service,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer,98.89,2683.67,No
CUST-00276,Male,0,Yes,Yes,43,Yes,No phone service,No,No internet service,No internet service,No,No,No,Yes,One year,Yes,Electronic check,73.74,3229.76,No
CUST-00277,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,61.06,239.96,No
CUST-00278,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,81.11,745.98,Yes
CUST-00279,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,63.27,,Yes
CUST-00280,Female,0,No,No,55,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.1,2465.06,Yes
CUST-00281,Female,0,Yes,No,49,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,No,Bank transfer,87.28,4288.08,No
CUST-00282,Female,0,Yes,No,14,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,107.07,1585.79,No
CUST-00283,Male,0,No,No,31,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,56.03,1749.84,No
CUST-00284,Female,0,Yes,Yes,27,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,103.84,2866.97,No
CUST-00285,Male,1,No,No,21,No,No,No,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,61.97,1373.38,No
CUST-00286,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,58.94,959.13,Yes
CUST-00287,Male,0,No,Yes,58,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,20.89,1274.89,No
CUST-00288,Male,0,No,Yes,70,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,88.92,6229.65,Yes
CUST-00289,Female,1,No,No,56,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,One year,No,Electronic check,100.37,5650.05,No
CUST-00290,Male,0,Yes,Yes,25,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card,85.68,2234.12,Yes
CUST-00291,Male,0,No,No,24,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,One year,No,Mailed check,33.44,819.73,No
CUST-00292,Male,0,Yes,No,9,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,28.54,263.39,Yes
CUST-00293,Female,0,Yes,Yes,44,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,76.43,3407.29,No
CUST-00294,Female,0,No,Yes,10,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,58.95,674.56,No
CUST-00295,Female,1,No,No,52,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,One year,No,Bank transfer,61.77,3219.71,No
CUST-00296,Female,1,No,No,71,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,116.72,8322.67,No
CUST-00297,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,91.84,6243.26,No
CUST-00298,Male,0,No,Yes,27,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer,60.0,1631.82,Yes
CUST-00299,Female,1,Yes,No,64,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,19.95,1307.87,No
CUST-00300,Male,0,No,No,48,Yes,No,No,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Credit card,21.48,1108.88,No
CUST-00301,Male,0,No,No,46,Yes,No,No,No internet service,Yes,No internet service,No,No,No,One year,No,Mailed check,87.85,4095.42,Yes
CUST-00302,Male,0,Yes,No,51,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,103.45,5359.18,No
CUST-00303,Female,0,Yes,No,53,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,90.19,4791.23,Yes
CUST-00304,Female,0,No,Yes,59,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card,59.4,3596.66,No
CUST-00305,Male,0,Yes,No,56,No,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No,Two year,No,Mailed check,21.18,1279.57,No
CUST-00306,Female,1,No,No,46,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card,116.67,5382.35,Yes
CUST-00307,Female,1,Yes,No,30,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card,118.61,3561.69,No
CUST-00308,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,74.04,3430.78,Yes
CUST-00309,Female,0,No,Yes,25,Yes,No phone service,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card,25.21,678.48,Yes
CUST-00310,Female,1,Yes,Yes,4,Yes,Yes,No,No,No internet service,No,No,Yes,No,One year,No,Bank transfer,73.18,349.93,No
CUST-00311,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,109.02,5621.61,No
CUST-00312,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer,87.36,4709.05,Yes
CUST-00313,Male,1,Yes,No,32,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,91.44,3007.28,No
CUST-00314,Male,1,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Credit card,26.67,1326.22,Yes
CUST-00315,Female,0,Yes,Yes,37,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Mailed check,28.86,1091.48,Yes
CUST-00316,Male,0,No,Yes,26,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,30.99,893.42,Yes
CUST-00317,Male,0,No,No,14,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,110.25,1625.45,No
CUST-00318,Male,0,Yes,No,60,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,71.64,4360.16,No
CUST-00319,Female,0,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,98.74,2074.27,No
CUST-00320,Female,0,No,Yes,45,Yes,No phone service,No,Yes,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,29.76,1412.72,No
CUST-00321,Male,0,No,Yes,68,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,One year,No,Electronic check,112.62,7679.74,No
CUST-00322,Female,0,Yes,No,5,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,101.76,593.46,No
CUST-00323,Female,0,No,No,37,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.93,1555.88,No
CUST-00324,Female,0,Yes,No,61,Yes,No phone service,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,107.17,6540.99,No
CUST-00325,Female,1,No,Yes,61,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No,One year,Yes,Credit card,44.87,2769.21,No
CUST-00326,Male,0,Yes,Yes,45,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,38.94,1828.66,Yes
CUST-00327,Male,0,Yes,No,12,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No,One year,No,Bank transfer,44.95,635.42,No
CUST-00328,Female,0,No,Yes,2,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,110.82,249.25,No
CUST-00329,Female,0,No,No,5,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card,111.39,581.6,No
CUST-00330,Male,0,Yes,Yes,7,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card,51.56,417.28,No
CUST-00331,Male,0,No,Yes,43,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Yes,One year,Yes,Credit card,89.95,3949.02,No
CUST-00332,Female,0,No,Yes,32,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Bank transfer,86.93,2856.41,No
CUST-00333,Male,0,No,Yes,49,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer,100.27,4969.23,No
CUST-00334,Female,0,Yes,No,10,Yes,Yes,No,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,48.24,545.54,No
CUST-00335,Female,0,Yes,Yes,27,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer,70.03,1915.02,Yes
CUST-00336,Male,1,No,No,69,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,One year,No,Bank transfer,86.1,5984.16,No
CUST-00337,Male,0,No,No,40,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,20.68,852.74,Yes
CUST-00338,Female,0,No,No,15,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Credit card,56.43,934.89,No
CUST-00339,Female,0,Yes,Yes,67,No,No phone service,No,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,88.98,5972.92,No
CUST-00340,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,,43.76,2124.69,Yes
CUST-00341,Female,0,No,No,55,No,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,115.69,6388.98,No
CUST-00342,Male,0,No,No,63,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,21.08,1375.6,No
CUST-00343,Female,1,No,Yes,58,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,115.72,6741.7,Yes
CUST-00344,Male,0,No,Yes,61,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card,40.11,,No
CUST-00345,Male,0,No,No,10,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer,22.98,255.84,No
